chr1_565160_565494	chr1_565106_565543
chr3_128712551_128713320	chr3_128712638_128713276
chr3_128722520_128723040	chr3_128722626_128722957
chr3_128734269_128736599	chr3_128734524_128736441
chr3_128745448_128746559	chr3_128745488_128746501
chr3_128772185_128772855	chr3_128772185_128772796
chr3_128777228_128777640	chr3_128777218_128777680
chr3_128786727_128787699	chr3_128787272_128787695
chr3_128837588_128838134	chr3_128837711_128838036
chr3_128838967_128842888	chr3_128839011_128841347
chr3_128838967_128842888	chr3_128842465_128842825
chr3_128879524_128881218	chr3_128879514_128881184
chr3_128901957_128903473	chr3_128901928_128903324
chr3_128949023_128949917	chr3_128949041_128949868
chr3_128952229_128952976	chr3_128952222_128952971
chr3_128964472_128965065	chr3_128964484_128965049
chr3_128967886_128968837	chr3_128967902_128968799
chr3_128995191_128995725	chr3_128995159_128995743
chr3_128996803_128998882	chr3_128996785_128998818
chr3_129001433_129002078	chr3_129000544_129002170
chr3_129024406_129025051	chr3_129024392_129025081
chr3_129029987_129030028	chr3_129029891_129031085
chr3_129030637_129035864	chr3_129029891_129031085
chr3_129030637_129035864	chr3_129031628_129035845
chr3_129047493_129047878	chr3_129047460_129047909
chr3_129062497_129063165	chr3_129062498_129063156
chr3_129102079_129102548	chr3_129102072_129102546
chr3_129117661_129119031	chr3_129117738_129118962
chr3_129143100_129143470	chr3_129143076_129143512
chr3_129147037_129147978	chr3_129147099_129147826
chr3_129158118_129160375	chr3_129158155_129159738
chr3_129200614_129201201	chr3_129200658_129201129
chr3_129208974_129209600	chr3_129208981_129209510
chr3_129244877_129245473	chr3_129244830_129245603
chr3_129268245_129268589	chr3_129268318_129268436
chr3_129272540_129273013	chr3_129272620_129272900
chr3_129277098_129277831	chr3_129276871_129277769
chr3_129286807_129286937	chr3_129286761_129287042
chr3_129294492_129297678	chr3_129295152_129297559
chr3_129312241_129313263	chr3_129312339_129313196
chr3_129315490_129316031	chr3_129315582_129316016
chr3_129318300_129319024	chr3_129318342_129318777
chr3_129324081_129326273	chr3_129324218_129326026
chr3_129333699_129333813	chr3_129333734_129334087
chr3_129335485_129336000	chr3_129335245_129335965
chr3_129345365_129347228	chr3_129345383_129347223
chr3_129409174_129409644	chr3_129409193_129409620
chr3_129546614_129546999	chr3_129546605_129546986
chr3_129611533_129613044	chr3_129611548_129613020
chr3_129653346_129653726	chr3_129653420_129653678
chr3_129655525_129656132	chr3_129655621_129656078
chr3_129661032_129661490	chr3_129661032_129661459
chr3_129694140_129694716	chr3_129694355_129694436
chr3_129721590_129722271	chr3_129721778_129722261
chr3_129812448_129813846	chr3_129812489_129813801
chr3_129824828_129825219	chr3_129824879_129825179
chr3_129829766_129831662	chr3_129829890_129831640
chr3_129898190_129898932	chr3_129898231_129898906
chr3_130446086_130446303	chr3_130445955_130446391
chr3_130465083_130467315	chr3_130465257_130467127
chr3_130478594_130478964	chr3_130478610_130478961
chr3_130568877_130569671	chr3_130568962_130569644
chr3_130611682_130613605	chr3_130611682_130613653
chr3_130739021_130739300	chr3_130738958_130739359
chr3_130745010_130746176	chr3_130745010_130746167
chr3_130761155_130761565	chr3_130761200_130761453
chr3_131079878_131081205	chr3_131080288_131080995
chr3_131099793_131101246	chr3_131099912_131101221
chr3_131105380_131105934	chr3_131105496_131105792
chr3_131121422_131121553	chr3_131121459_131121522
chr3_131221351_131222292	chr3_131221355_131222287
chr3_131513633_131513964	chr3_131513638_131513948
chr3_131748100_131748493	chr3_131748152_131748323
chr3_131753742_131754184	chr3_131753751_131754148
chr3_132002152_132002757	chr3_132002243_132002668
chr3_132035950_132036528	chr3_132036020_132036470
chr3_132071403_132071786	chr3_132071420_132071770
chr3_132118159_132118512	chr3_132118170_132118333
chr3_132135620_132137235	chr3_132135666_132137072
chr3_132255100_132255175	chr3_132255047_132255210
chr3_132378086_132379962	chr3_132378073_132379954
chr3_132440597_132442182	chr3_132440610_132442166
chr3_132445133_132445567	chr3_132445147_132445615
chr3_132930372_132930573	chr3_132930170_132930801
chr3_133103358_133103644	chr3_133103252_133103758
chr3_133142356_133142882	chr3_133142339_133143139
chr3_133143864_133144243	chr3_133143662_133144692
chr3_133160758_133161239	chr3_133160628_133161212
chr3_133167188_133167945	chr3_133166901_133168070
chr3_133185384_133186195	chr3_133185253_133186181
chr3_133194270_133194806	chr3_133193789_133194880
chr3_133209419_133210326	chr3_133209345_133211395
chr3_133225122_133225672	chr3_133225128_133225672
chr3_133291159_133293887	chr3_133291165_133293839
chr3_133338935_133339309	chr3_133338810_133339478
chr3_133380310_133381429	chr3_133380365_133381116
chr3_133382545_133383007	chr3_133382543_133383012
chr3_133518669_133519106	chr3_133518681_133519080
chr3_133524152_133525406	chr3_133524233_133525374
chr3_133537630_133538061	chr3_133537628_133538070
chr3_133570268_133570741	chr3_133570266_133570759
chr3_133646122_133646944	chr3_133646143_133646822
chr3_133916560_133916836	chr3_133916545_133916895
chr3_133931708_133932190	chr3_133931706_133932162
chr3_133943349_133943754	chr3_133943296_133943784
chr3_133968537_133970156	chr3_133968536_133970153
chr3_134013045_134013649	chr3_134013102_134013620
chr3_134027155_134027647	chr3_134027158_134027642
chr3_134192786_134193134	chr3_134192795_134193130
chr3_134203932_134206586	chr3_134204090_134206568
chr3_134319631_134320051	chr3_134319662_134320084
chr3_134369703_134370097	chr3_134369800_134370047
chr3_134474058_134474119	chr3_134473975_134474274
chr3_134513652_134514448	chr3_134513701_134514429
chr3_134571550_134572283	chr3_134571606_134572268
chr3_134944995_134945337	chr3_134945107_134945217
chr3_135684138_135685229	chr3_135684213_135685094
chr3_135794086_135794429	chr3_135794093_135794424
chr3_135905118_135905483	chr3_135905117_135905493
chr3_135910625_135911002	chr3_135910924_135910997
chr3_135912193_135912477	chr3_135912216_135912467
chr3_135913063_135916292	chr3_135913065_135916268
chr3_135968883_135970379	chr3_135968885_135970475
chr3_136110475_136110808	chr3_136110503_136110623
chr3_136413128_136413565	chr3_136413165_136413565
chr3_136469001_136469388	chr3_136469052_136469347
chr3_136470144_136472271	chr3_136470203_136472278
chr3_136506365_136506560	chr3_136506384_136506569
chr3_136537107_136539342	chr3_136537197_136538023
chr3_136537107_136539342	chr3_136538987_136539099
chr3_136580092_136581955	chr3_136580101_136581896
chr3_136638593_136639026	chr3_136638607_136638995
chr3_136640109_136640537	chr3_136640504_136640505
chr3_136732666_136733372	chr3_136732668_136733350
chr3_136751240_136751861	chr3_136751278_136751643
chr3_137787376_137787817	chr3_137787379_137787833
chr3_137797887_137798242	chr3_137797918_137798070
chr3_137833713_137834523	chr3_137833759_137834424
chr3_137837686_137838088	chr3_137837686_137838116
chr3_137855867_137856237	chr3_137855883_137856216
chr3_137893015_137893954	chr3_137893013_137893953
chr3_137899454_137899872	chr3_137899472_137899826
chr3_137905600_137907254	chr3_137905607_137907148
chr3_138047847_138049107	chr3_138047891_138049025
chr3_138066313_138067650	chr3_138066455_138067626
chr3_138089845_138090366	chr3_138089836_138090366
chr3_138136317_138136769	chr3_138136383_138136776
chr3_138153162_138154045	chr3_138153274_138153351
chr3_138297044_138297390	chr3_138297041_138297437
chr3_138312612_138314131	chr3_138312820_138314005
chr3_138327177_138328571	chr3_138327215_138328590
chr3_138405585_138405886	chr3_138405536_138405949
chr3_138499739_138500399	chr3_138499817_138500322
chr3_138505545_138505997	chr3_138505767_138505915
chr3_138552284_138554161	chr3_138552379_138554151
chr3_138594664_138595092	chr3_138594799_138595017
chr3_138609553_138610160	chr3_138609628_138609966
chr3_138633890_138635257	chr3_138633962_138635240
chr3_138642245_138642713	chr3_138642253_138642718
chr3_138654733_138655486	chr3_138654992_138655434
chr3_138830696_138831042	chr3_138830702_138831049
chr3_139048052_139048618	chr3_139048099_139048592
chr3_139062542_139063466	chr3_139062561_139063447
chr3_139107907_139109233	chr3_139107929_139109226
chr3_139146412_139146753	chr3_139146447_139146714
chr3_139396203_139397112	chr3_139396422_139397064
chr3_140535214_140535561	chr3_140535309_140535551
chr3_140562021_140562560	chr3_140562082_140562483
chr3_140617139_140617522	chr3_140617218_140617507
chr3_140660082_140661891	chr3_140660135_140661803
chr3_140718876_140719277	chr3_140718893_140719307
chr3_140730329_140730765	chr3_140730371_140730747
chr3_140736389_140736932	chr3_140736500_140736784
chr3_140795531_140795960	chr3_140795541_140796100
chr3_140824877_140824973	chr3_140824826_140824989
chr3_140910992_140911586	chr3_140910992_140911566
chr3_140949829_140951753	chr3_140949844_140951718
chr3_140962130_140962603	chr3_140962390_140962477
chr3_140974734_140975214	chr3_140974839_140975137
chr3_140985455_140986402	chr3_140985526_140986366
chr3_140998086_140998535	chr3_140998142_140998492
chr3_141022196_141022684	chr3_141022196_141022674
chr3_141025726_141026622	chr3_141025875_141026137
chr3_141030035_141031255	chr3_141030068_141031171
chr3_141055803_141056116	chr3_141055599_141056360
chr3_141079740_141079822	chr3_141079684_141080081
chr3_141088867_141089548	chr3_141088864_141089517
chr3_141098048_141098534	chr3_141098000_141098709
chr3_141105764_141105816	chr3_141104914_141106072
chr3_141120754_141122855	chr3_141120702_141122865
chr3_141129854_141131501	chr3_141129934_141133292
chr3_141132304_141133292	chr3_141129934_141133292
chr3_141159980_141160791	chr3_141160094_141160709
chr3_141170859_141171292	chr3_141170822_141171347
chr3_141173735_141174184	chr3_141173735_141174207
chr3_141178903_141179426	chr3_141178901_141179426
chr3_141193094_141193466	chr3_141193094_141193465
chr3_141202319_141202778	chr3_141202391_141202678
chr3_141204502_141207086	chr3_141204474_141207075
chr3_141208099_141208456	chr3_141208057_141208456
chr3_141217365_141218409	chr3_141217378_141218356
chr3_141263511_141263991	chr3_141263750_141263866
chr3_141271753_141272429	chr3_141271795_141272376
chr3_141363640_141364113	chr3_141363642_141364113
chr3_141405508_141406020	chr3_141405614_141405918
chr3_141455955_141458328	chr3_141455839_141458281
chr3_141514812_141516780	chr3_141514817_141516723
chr3_141594263_141596503	chr3_141594269_141596510
chr3_141631996_141632459	chr3_141632003_141632447
chr3_141681414_141681732	chr3_141681407_141681730
chr3_141741268_141741531	chr3_141741268_141741522
chr3_141747267_141747655	chr3_141747258_141747628
chr3_141765300_141765529	chr3_141765296_141765527
chr3_141867579_141868861	chr3_141867696_141868820
chr3_141943728_141944758	chr3_141943768_141944748
chr3_141988662_141989854	chr3_141988880_141989825
chr3_141994692_141995185	chr3_141994857_141994916
chr3_141998782_141999257	chr3_141998784_141999255
chr3_142166029_142167362	chr3_142166015_142167340
chr3_142227443_142227955	chr3_142227515_142227935
chr3_142296717_142298193	chr3_142296745_142298166
chr3_142305663_142306001	chr3_142305662_142306022
chr3_142314751_142315717	chr3_142314885_142315688
chr3_142442473_142443841	chr3_142442530_142443655
chr3_142547521_142547943	chr3_142547482_142547960
chr3_142607292_142608043	chr3_142607544_142608038
chr3_142650164_142650165	chr3_142650076_142650418
chr3_142695502_142695814	chr3_142695547_142695747
chr3_142712795_142713178	chr3_142712691_142713183
chr3_142719766_142721341	chr3_142719766_142721267
chr3_142800822_142801528	chr3_142800763_142802093
chr3_142803777_142804324	chr3_142803728_142804359
chr3_142837769_142840580	chr3_142837644_142840595
chr3_142842455_142842569	chr3_142841424_142842782
chr3_142854049_142854402	chr3_142854106_142854320
chr3_142890025_142890426	chr3_142890025_142890442
chr3_142899307_142899698	chr3_142899165_142899836
chr3_142955550_142955589	chr3_142955094_142955881
chr3_142999901_143000249	chr3_142999971_143000188
chr3_143020399_143020653	chr3_143020325_143020800
chr3_143162550_143163210	chr3_143162657_143162988
chr3_143247737_143248162	chr3_143247660_143248260
chr3_143314390_143314653	chr3_143314250_143314725
chr3_143323759_143324059	chr3_143323614_143324252
chr3_143388081_143388700	chr3_143388020_143389729
chr3_143392920_143393625	chr3_143392847_143393649
chr3_143470395_143471045	chr3_143470410_143470893
chr3_143494247_143494565	chr3_143494264_143494518
chr3_143533347_143533815	chr3_143533388_143533639
chr3_143544355_143545485	chr3_143544381_143545395
chr3_143566571_143567581	chr3_143566572_143567591
chr3_143604642_143605057	chr3_143604636_143605051
chr3_143640079_143640408	chr3_143640042_143640432
chr3_143689487_143692614	chr3_143689493_143692505
chr3_143717044_143717567	chr3_143717156_143717463
chr3_143747532_143748242	chr3_143747511_143748285
chr3_143828798_143829148	chr3_143828812_143829148
chr3_145968429_145969130	chr3_145968555_145968839
chr3_146186825_146187760	chr3_146186864_146187749
chr3_146261537_146262893	chr3_146261646_146262878
chr3_148661293_148661754	chr3_148661301_148661760
chr3_148708110_148710292	chr3_148708150_148710285
chr3_148727341_148728069	chr3_148727405_148728018
chr3_148803483_148804819	chr3_148803488_148804781
chr3_148838036_148838487	chr3_148838021_148838487
chr3_148846865_148848378	chr3_148846863_148848193
chr3_148863089_148864380	chr3_148862936_148864424
chr3_148921559_148921983	chr3_148921572_148921990
chr3_148942668_148943414	chr3_148942720_148943399
chr3_148961357_148961589	chr3_148961220_148961744
chr3_148963470_148963910	chr3_148963488_148963926
chr3_148990865_148991353	chr3_148990870_148991338
chr3_148995030_148995653	chr3_148995215_148995641
chr3_149070271_149070649	chr3_149070286_149070634
chr3_149165995_149166536	chr3_149166099_149166314
chr3_149225436_149226179	chr3_149225467_149226221
chr3_149230080_149230466	chr3_149230075_149230418
chr3_149375347_149376636	chr3_149375509_149376595
chr3_149469858_149470753	chr3_149469918_149470734
chr3_149499062_149499442	chr3_149499067_149499453
chr3_149525980_149526382	chr3_149525981_149526386
chr3_149530136_149531960	chr3_149530099_149531931
chr3_149687679_149689629	chr3_149687728_149689502
chr3_149901926_149902302	chr3_149901896_149902295
chr3_149939068_149939458	chr3_149939050_149939451
chr3_150004307_150004688	chr3_150004307_150004694
chr3_150102469_150103559	chr3_150102425_150103595
chr3_150125545_150129031	chr3_150125553_150129008
chr3_150263454_150265195	chr3_150263456_150265046
chr3_150320560_150322069	chr3_150320675_150322091
chr3_150323785_150324338	chr3_150323881_150324284
chr3_150353215_150353700	chr3_150353261_150353680
chr3_150398791_150399250	chr3_150398720_150399282
chr3_150420512_150422251	chr3_150420751_150422242
chr3_150439040_150439546	chr3_150439031_150439707
chr3_150451318_150451513	chr3_150451280_150451455
chr3_150478019_150478769	chr3_150478107_150478851
chr3_150479574_150482102	chr3_150479622_150482084
chr3_150505525_150505981	chr3_150505536_150505981
chr3_150583049_150583489	chr3_150583052_150583475
chr3_150608028_150608540	chr3_150608167_150608225
chr3_150643419_150644114	chr3_150643483_150643884
chr3_150803109_150805055	chr3_150803116_150803625
chr3_150803109_150805055	chr3_150804370_150804940
chr3_150853275_150854102	chr3_150853387_150853905
chr3_150863778_150864307	chr3_150863795_150864292
chr3_150874457_150874746	chr3_150874441_150874777
chr3_150886081_150886481	chr3_150886097_150886449
chr3_150887309_150888155	chr3_150887279_150888105
chr3_150888827_150889497	chr3_150888899_150889265
chr3_150920703_150921194	chr3_150920737_150921170
chr3_150945398_150945970	chr3_150945398_150945940
chr3_150948400_150948841	chr3_150948356_150948836
chr3_150983538_150984185	chr3_150983527_150984204
chr3_150994273_150994918	chr3_150994351_150994748
chr3_150995956_150996512	chr3_150996028_150996466
chr3_151000721_151001097	chr3_151000777_151000999
chr3_151046309_151046760	chr3_151046369_151046742
chr3_151064034_151064490	chr3_151064135_151064399
chr3_151065194_151065644	chr3_151065288_151065536
chr3_151102505_151102873	chr3_151101824_151102939
chr3_151105547_151105628	chr3_151105210_151105951
chr3_151157364_151157723	chr3_151157364_151157746
chr3_151589346_151589904	chr3_151589300_151589898
chr3_151608463_151608778	chr3_151608505_151608768
